Year,Team,Rank,Position,Players,Cap Dollars,% of Cap
2016,Indianapolis Colts,29,Free Safety,2,"$777,599 ",0.51%
2016,Indianapolis Colts,31,Right Tackle,1,"$538,196 ",0.35%
2016,Jacksonville Jaguars,5,Defense,31,"$76,092,474 ",50.54%
2016,Jacksonville Jaguars,20,Offense,34,"$65,540,100 ",43.53%
2016,Jacksonville Jaguars,2,Defensive Line,13,"$35,172,467 ",23.36%
2016,Jacksonville Jaguars,1,Defensive Tackle,9,"$25,478,951 ",16.92%
2016,Jacksonville Jaguars,17,Secondary,11,"$24,406,492 ",16.21%
2016,Jacksonville Jaguars,15,Offensive Line,11,"$23,087,119 ",15.33%
2016,Jacksonville Jaguars,13,Cornerback,5,"$16,861,497 ",11.20%
2016,Jacksonville Jaguars,17,Linebacker,7,"$16,513,515 ",10.97%
2016,Jacksonville Jaguars,22,Wide Receiver,9,"$13,376,224 ",8.88%
2016,Jacksonville Jaguars,8,Tackle,5,"$12,910,176 ",8.57%
2016,Jacksonville Jaguars,2,Tight End,5,"$12,433,820 ",8.26%
2016,Jacksonville Jaguars,24,Quarterback,3,"$10,864,198 ",7.22%
2016,Jacksonville Jaguars,18,Outside Linebacker,4,"$10,743,173 ",7.14%
2016,Jacksonville Jaguars,18,Defensive End,4,"$9,693,516 ",6.44%
2016,Jacksonville Jaguars,10,Guard,4,"$8,808,030 ",5.85%
2016,Jacksonville Jaguars,20,Safety,6,"$7,544,995 ",5.01%
2016,Jacksonville Jaguars,5,Right Tackle,3,"$7,065,176 ",4.69%
2016,Jacksonville Jaguars,15,Running Back,7,"$6,248,739 ",4.15%
2016,Jacksonville Jaguars,15,Inside Linebacker,3,"$5,770,342 ",3.83%
2016,Jacksonville Jaguars,22,Left Tackle,1,"$5,375,000 ",3.57%
2016,Jacksonville Jaguars,14,Free Safety,2,"$4,691,395 ",3.12%
2016,Jacksonville Jaguars,21,Special Teams,3,"$3,350,000 ",2.23%
2016,Jacksonville Jaguars,19,Strong Safety,3,"$2,401,934 ",1.60%
2016,Jacksonville Jaguars,12,Punter,1,"$2,150,000 ",1.43%
2016,Jacksonville Jaguars,25,Center,2,"$1,368,913 ",0.91%
2016,Jacksonville Jaguars,23,Long Snapper,1,"$675,000 ",0.45%
2016,Jacksonville Jaguars,25,Kicker,1,"$525,000 ",0.35%
2016,Kansas City Chiefs,15,Defense,30,"$66,611,127 ",43.81%
2016,Kansas City Chiefs,19,Offense,29,"$65,684,726 ",43.20%
2016,Kansas City Chiefs,6,Linebacker,10,"$27,959,378 ",18.39%
2016,Kansas City Chiefs,23,Secondary,11,"$20,858,616 ",13.72%
2016,Kansas City Chiefs,4,Outside Linebacker,6,"$20,844,110 ",13.71%
2016,Kansas City Chiefs,11,Quarterback,3,"$20,170,000 ",13.27%
2016,Kansas City Chiefs,17,Defensive Line,9,"$17,793,133 ",11.70%
2016,Kansas City Chiefs,17,Wide Receiver,7,"$15,864,762 ",10.43%
2016,Kansas City Chiefs,3,Safety,3,"$15,006,000 ",9.87%
2016,Kansas City Chiefs,29,Offensive Line,9,"$14,806,657 ",9.74%
2016,Kansas City Chiefs,15,Tackle,4,"$11,473,386 ",7.55%
2016,Kansas City Chiefs,1,Free Safety,2,"$11,406,000 ",7.50%
2016,Kansas City Chiefs,9,Defensive Tackle,4,"$10,955,420 ",7.21%
2016,Kansas City Chiefs,10,Running Back,4,"$7,586,518 ",4.99%
2016,Kansas City Chiefs,12,Inside Linebacker,4,"$7,115,268 ",4.68%
2016,Kansas City Chiefs,14,Left Tackle,1,"$6,854,636 ",4.51%
2016,Kansas City Chiefs,23,Defensive End,5,"$6,837,713 ",4.50%
2016,Kansas City Chiefs,28,Cornerback,8,"$5,852,616 ",3.85%
2016,Kansas City Chiefs,9,Special Teams,3,"$5,575,667 ",3.67%
2016,Kansas City Chiefs,22,Tight End,4,"$4,923,789 ",3.24%
2016,Kansas City Chiefs,12,Right Tackle,3,"$4,618,750 ",3.04%
2016,Kansas City Chiefs,2,Punter,1,"$4,450,000 ",2.93%
2016,Kansas City Chiefs,15,Strong Safety,1,"$3,600,000 ",2.37%
2016,Kansas City Chiefs,1,Fullback,2,"$2,333,000 ",1.53%
2016,Kansas City Chiefs,28,Guard,4,"$2,271,209 ",1.49%
2016,Kansas City Chiefs,29,Center,1,"$1,062,062 ",0.70%
2016,Kansas City Chiefs,19,Kicker,1,"$600,667 ",0.40%
2016,Kansas City Chiefs,31,Long Snapper,1,"$525,000 ",0.35%
2016,Los Angeles Rams,16,Defense,29,"$64,447,897 ",43.07%
2016,Los Angeles Rams,26,Offense,32,"$58,484,068 ",39.08%
2016,Los Angeles Rams,12,Defensive Line,10,"$22,419,578 ",14.98%
2016,Los Angeles Rams,13,Linebacker,7,"$21,029,638 ",14.05%
2016,Los Angeles Rams,22,Secondary,12,"$20,998,681 ",14.03%
2016,Los Angeles Rams,5,Outside Linebacker,6,"$20,546,058 ",13.73%
2016,Los Angeles Rams,25,Offensive Line,12,"$18,758,445 ",12.53%
2016,Los Angeles Rams,14,Wide Receiver,10,"$16,923,134 ",11.31%
2016,Los Angeles Rams,17,Cornerback,5,"$16,202,251 ",10.83%
2016,Los Angeles Rams,7,Tackle,6,"$12,963,677 ",8.66%
2016,Los Angeles Rams,8,Defensive Tackle,6,"$11,740,168 ",7.85%
2016,Los Angeles Rams,17,Defensive End,4,"$10,679,410 ",7.14%
2016,Los Angeles Rams,28,Quarterback,3,"$9,453,311 ",6.32%
2016,Los Angeles Rams,14,Running Back,6,"$6,617,507 ",4.42%
2016,Los Angeles Rams,6,Right Tackle,2,"$6,453,987 ",4.31%
2016,Los Angeles Rams,21,Left Tackle,1,"$5,656,250 ",3.78%
2016,Los Angeles Rams,19,Tight End,3,"$5,585,111 ",3.73%
2016,Los Angeles Rams,28,Safety,7,"$4,796,430 ",3.21%
2016,Los Angeles Rams,14,Special Teams,3,"$4,498,773 ",3.01%
2016,Los Angeles Rams,14,Center,2,"$3,461,474 ",2.31%
2016,Los Angeles Rams,18,Strong Safety,2,"$2,549,065 ",1.70%
2016,Los Angeles Rams,10,Punter,1,"$2,373,773 ",1.59%
2016,Los Angeles Rams,27,Guard,4,"$2,333,294 ",1.56%
2016,Los Angeles Rams,3,Fullback,1,"$2,000,000 ",1.34%
2016,Los Angeles Rams,27,Free Safety,2,"$1,358,495 ",0.91%
2016,Los Angeles Rams,15,Kicker,1,"$1,250,000 ",0.84%
2016,Los Angeles Rams,18,Long Snapper,1,"$875,000 ",0.58%
2016,Los Angeles Rams,32,Inside Linebacker,1,"$483,580 ",0.32%
2016,Miami Dolphins,9,Defense,30,"$71,546,038 ",47.11%
2016,Miami Dolphins,27,Offense,24,"$58,269,700 ",38.37%
2016,Miami Dolphins,1,Defensive Line,9,"$38,890,840 ",25.61%
2016,Miami Dolphins,5,Offensive Line,9,"$28,647,941 ",18.86%
2016,Miami Dolphins,18,Secondary,13,"$24,388,482 ",16.06%
2016,Miami Dolphins,2,Defensive End,6,"$21,799,270 ",14.35%
2016,Miami Dolphins,4,Defensive Tackle,3,"$17,091,570 ",11.25%
2016,Miami Dolphins,4,Tackle,4,"$15,350,151 ",10.11%
2016,Miami Dolphins,21,Quarterback,3,"$13,174,117 ",8.67%
2016,Miami Dolphins,6,Safety,7,"$13,068,770 ",8.61%
2016,Miami Dolphins,22,Cornerback,6,"$11,319,712 ",7.45%
2016,Miami Dolphins,4,Left Tackle,2,"$10,786,470 ",7.10%
2016,Miami Dolphins,6,Tight End,4,"$10,542,296 ",6.94%
2016,Miami Dolphins,3,Center,2,"$10,210,290 ",6.72%
2016,Miami Dolphins,2,Strong Safety,2,"$8,600,000 ",5.66%
2016,Miami Dolphins,32,Linebacker,8,"$8,266,716 ",5.44%
2016,Miami Dolphins,29,Wide Receiver,6,"$6,333,187 ",4.17%
2016,Miami Dolphins,28,Outside Linebacker,5,"$6,185,593 ",4.07%
2016,Miami Dolphins,20,Free Safety,3,"$3,962,310 ",2.61%
2016,Miami Dolphins,26,Guard,3,"$3,087,500 ",2.03%
2016,Miami Dolphins,21,Right Tackle,1,"$2,298,654 ",1.51%
2016,Miami Dolphins,26,Special Teams,3,"$2,265,333 ",1.49%
2016,Miami Dolphins,28,Inside Linebacker,3,"$2,081,123 ",1.37%
2016,Miami Dolphins,31,Running Back,3,"$1,837,186 ",1.21%
2016,Miami Dolphins,2,Long Snapper,1,"$1,215,000 ",0.80%
2016,Miami Dolphins,26,Punter,1,"$525,333 ",0.35%
2016,Miami Dolphins,27,Kicker,1,"$525,000 ",0.35%
2016,Minnesota Vikings,4,Offense,31,"$77,697,968 ",49.47%
2016,Minnesota Vikings,13,Defense,31,"$69,206,294 ",44.06%
2016,Minnesota Vikings,3,Offensive Line,13,"$32,075,097 ",20.42%
2016,Minnesota Vikings,8,Secondary,12,"$29,307,363 ",18.66%
2016,Minnesota Vikings,6,Defensive Line,11,"$27,862,563 ",17.74%
2016,Minnesota Vikings,1,Guard,5,"$16,418,750 ",10.45%
2016,Minnesota Vikings,16,Cornerback,7,"$16,409,360 ",10.45%
2016,Minnesota Vikings,6,Defensive End,6,"$15,923,636 ",10.14%
2016,Minnesota Vikings,1,Running Back,4,"$13,631,690 ",8.68%
2016,Minnesota Vikings,6,Tackle,5,"$12,996,347 ",8.27%
2016,Minnesota Vikings,7,Safety,5,"$12,898,003 ",8.21%
2016,Minnesota Vikings,22,Quarterback,4,"$12,583,908 ",8.01%
2016,Minnesota Vikings,29,Linebacker,8,"$12,036,368 ",7.66%
2016,Minnesota Vikings,7,Defensive Tackle,5,"$11,938,927 ",7.60%
2016,Minnesota Vikings,2,Left Tackle,2,"$11,519,529 ",7.33%
2016,Minnesota Vikings,20,Outside Linebacker,6,"$10,184,568 ",6.48%
2016,Minnesota Vikings,7,Tight End,3,"$9,634,489 ",6.13%
2016,Minnesota Vikings,26,Wide Receiver,8,"$8,922,364 ",5.68%
2016,Minnesota Vikings,7,Free Safety,2,"$7,906,947 ",5.03%
2016,Minnesota Vikings,14,Strong Safety,2,"$4,525,000 ",2.88%
2016,Minnesota Vikings,17,Center,3,"$2,660,000 ",1.69%
2016,Minnesota Vikings,30,Inside Linebacker,2,"$1,851,800 ",1.18%
2016,Minnesota Vikings,28,Special Teams,3,"$1,808,989 ",1.15%
2016,Minnesota Vikings,4,Fullback,1,"$1,671,000 ",1.06%
2016,Minnesota Vikings,21,Long Snapper,1,"$775,000 ",0.49%
2016,Minnesota Vikings,22,Punter,1,"$721,048 ",0.46%
2016,Minnesota Vikings,28,Right Tackle,1,"$656,238 ",0.42%
2016,Minnesota Vikings,31,Kicker,1,"$312,941 ",0.20%
2016,New England Patriots,9,Offense,26,"$71,663,170 ",48.53%
2016,New England Patriots,27,Defense,27,"$50,847,956 ",34.43%
2016,New England Patriots,14,Offensive Line,10,"$23,885,930 ",16.18%
2016,New England Patriots,1,Tackle,6,"$21,766,025 ",14.74%
2016,New England Patriots,15,Defensive Line,9,"$19,885,042 ",13.47%
2016,New England Patriots,28,Secondary,12,"$17,465,049 ",11.83%
2016,New England Patriots,15,Wide Receiver,7,"$16,898,811 ",11.44%
2016,New England Patriots,1,Left Tackle,2,"$16,476,834 ",11.16%
2016,New England Patriots,18,Quarterback,3,"$15,245,534 ",10.32%
2016,New England Patriots,8,Defensive End,6,"$14,793,408 ",10.02%
2016,New England Patriots,26,Linebacker,6,"$13,497,865 ",9.14%
2016,New England Patriots,8,Safety,6,"$12,692,934 ",8.60%
2016,New England Patriots,4,Inside Linebacker,4,"$12,376,495 ",8.38%
2016,New England Patriots,3,Tight End,3,"$12,041,980 ",8.15%
2016,New England Patriots,9,Free Safety,3,"$6,857,500 ",4.64%
2016,New England Patriots,6,Special Teams,3,"$6,387,500 ",4.33%
2016,New England Patriots,8,Strong Safety,3,"$5,835,434 ",3.95%
2016,New England Patriots,21,Defensive Tackle,3,"$5,091,634 ",3.45%
2016,New England Patriots,30,Cornerback,6,"$4,772,115 ",3.23%
2016,New England Patriots,1,Kicker,1,"$4,100,000 ",2.78%
2016,New England Patriots,21,Running Back,4,"$4,084,272 ",2.77%
2016,New England Patriots,15,Right Tackle,2,"$4,045,834 ",2.74%
2016,New England Patriots,16,Punter,1,"$1,700,000 ",1.15%
2016,New England Patriots,30,Guard,3,"$1,589,905 ",1.08%
2016,New England Patriots,32,Outside Linebacker,2,"$1,121,370 ",0.76%
2016,New England Patriots,12,Fullback,1,"$750,000 ",0.51%
2016,New England Patriots,27,Long Snapper,1,"$587,500 ",0.40%
2016,New England Patriots,32,Center,1,"$530,000 ",0.36%
2016,New Orleans Saints,29,Offense,29,"$53,740,210 ",36.74%
2016,New Orleans Saints,28,Defense,38,"$45,487,465 ",31.10%
2016,New Orleans Saints,21,Secondary,19,"$21,473,300 ",14.68%
2016,New Orleans Saints,24,Offensive Line,11,"$19,178,869 ",13.11%
2016,New Orleans Saints,16,Quarterback,2,"$18,500,000 ",12.65%
2016,New Orleans Saints,2,Safety,10,"$16,757,137 ",11.46%
2016,New Orleans Saints,27,Defensive Line,8,"$12,128,365 ",8.29%
2016,New Orleans Saints,30,Linebacker,11,"$11,885,800 ",8.13%
2016,New Orleans Saints,2,Free Safety,2,"$10,961,764 ",7.49%
2016,New Orleans Saints,25,Outside Linebacker,7,"$8,454,769 ",5.78%
2016,New Orleans Saints,26,Tackle,5,"$7,960,532 ",5.44%
2016,New Orleans Saints,22,Defensive End,4,"$7,370,541 ",5.04%
2016,New Orleans Saints,16,Guard,5,"$6,862,097 ",4.69%
2016,New Orleans Saints,14,Tight End,5,"$5,909,389 ",4.04%
2016,New Orleans Saints,32,Wide Receiver,7,"$5,105,346 ",3.49%
2016,New Orleans Saints,18,Running Back,5,"$4,961,191 ",3.39%
2016,New Orleans Saints,24,Defensive Tackle,4,"$4,757,824 ",3.25%
2016,New Orleans Saints,31,Cornerback,9,"$4,716,163 ",3.22%
2016,New Orleans Saints,13,Strong Safety,5,"$4,596,667 ",3.14%
2016,New Orleans Saints,15,Special Teams,3,"$4,390,000 ",3.00%
2016,New Orleans Saints,10,Center,1,"$4,356,240 ",2.98%
2016,New Orleans Saints,26,Left Tackle,2,"$3,745,947 ",2.56%
2016,New Orleans Saints,16,Right Tackle,1,"$3,700,000 ",2.53%
2016,New Orleans Saints,26,Inside Linebacker,4,"$3,431,031 ",2.35%
2016,New Orleans Saints,4,Punter,1,"$3,050,000 ",2.08%
2016,New Orleans Saints,16,Long Snapper,1,"$890,000 ",0.61%
2016,New Orleans Saints,17,Fullback,1,"$600,000 ",0.41%
2016,New Orleans Saints,29,Kicker,1,"$450,000 ",0.31%
2016,New York Giants,10,Defense,31,"$70,786,181 ",45.70%
2016,New York Giants,17,Offense,30,"$66,276,497 ",42.79%
2016,New York Giants,3,Defensive Line,9,"$33,341,085 ",21.52%
2016,New York Giants,1,Quarterback,3,"$25,588,400 ",16.52%
2016,New York Giants,16,Secondary,11,"$24,903,484 ",16.08%
2016,New York Giants,1,Defensive End,5,"$24,202,625 ",15.62%
2016,New York Giants,5,Cornerback,6,"$21,403,937 ",13.82%
2016,New York Giants,21,Wide Receiver,7,"$13,508,051 ",8.72%
2016,New York Giants,31,Offensive Line,8,"$13,199,442 ",8.52%
2016,New York Giants,28,Linebacker,11,"$12,541,612 ",8.10%
2016,New York Giants,6,Running Back,6,"$9,592,891 ",6.19%
2016,New York Giants,13,Defensive Tackle,4,"$9,138,460 ",5.90%
2016,New York Giants,24,Outside Linebacker,7,"$8,824,826 ",5.70%
2016,New York Giants,30,Tackle,4,"$6,863,742 ",4.43%
2016,New York Giants,24,Guard,2,"$4,555,513 ",2.94%
2016,New York Giants,25,Left Tackle,2,"$4,370,845 ",2.82%
2016,New York Giants,23,Inside Linebacker,4,"$3,716,786 ",2.40%
2016,New York Giants,29,Safety,5,"$3,499,547 ",2.26%
2016,New York Giants,30,Tight End,4,"$3,014,713 ",1.95%
2016,New York Giants,25,Special Teams,3,"$2,588,235 ",1.67%
2016,New York Giants,20,Right Tackle,2,"$2,492,897 ",1.61%
2016,New York Giants,25,Free Safety,3,"$2,443,213 ",1.58%
2016,New York Giants,19,Center,2,"$1,780,187 ",1.15%
2016,New York Giants,6,Fullback,2,"$1,373,000 ",0.89%
2016,New York Giants,20,Punter,1,"$1,100,000 ",0.71%
2016,New York Giants,6,Long Snapper,1,"$1,100,000 ",0.71%
2016,New York Giants,30,Kicker,1,"$388,235 ",0.25%
2016,New York Jets,12,Defense,35,"$69,870,897 ",44.20%
2016,New York Jets,18,Offense,34,"$66,082,408 ",41.80%
2016,New York Jets,2,Secondary,14,"$33,930,151 ",21.46%
2016,New York Jets,8,Offensive Line,12,"$27,802,280 ",17.59%
2016,New York Jets,1,Cornerback,9,"$25,246,192 ",15.97%
2016,New York Jets,13,Defensive Line,11,"$22,087,135 ",13.97%
2016,New York Jets,6,Wide Receiver,8,"$20,730,902 ",13.11%
2016,New York Jets,9,Defensive End,6,"$14,492,555 ",9.17%
2016,New York Jets,24,Linebacker,10,"$13,853,611 ",8.76%
2016,New York Jets,9,Tackle,5,"$12,838,991 ",8.12%
2016,New York Jets,6,Inside Linebacker,4,"$11,288,481 ",7.14%
2016,New York Jets,26,Quarterback,4,"$10,107,897 ",6.39%
2016,New York Jets,4,Center,2,"$9,200,000 ",5.82%
2016,New York Jets,18,Safety,5,"$8,683,959 ",5.49%
2016,New York Jets,16,Defensive Tackle,5,"$7,594,580 ",4.80%
2016,New York Jets,18,Left Tackle,2,"$6,180,000 ",3.91%
2016,New York Jets,8,Right Tackle,2,"$6,150,000 ",3.89%
2016,New York Jets,21,Guard,5,"$5,763,289 ",3.65%
2016,New York Jets,10,Strong Safety,2,"$5,717,646 ",3.62%
2016,New York Jets,17,Running Back,6,"$5,357,506 ",3.39%
2016,New York Jets,12,Special Teams,3,"$4,744,781 ",3.00%
2016,New York Jets,6,Kicker,1,"$3,343,333 ",2.11%
2016,New York Jets,22,Free Safety,2,"$2,860,433 ",1.81%
2016,New York Jets,31,Tight End,5,"$2,592,814 ",1.64%
2016,New York Jets,31,Outside Linebacker,6,"$2,565,130 ",1.62%
2016,New York Jets,14,Long Snapper,1,"$932,500 ",0.59%
2016,New York Jets,31,Punter,1,"$468,948 ",0.30%
2016,Oakland Raiders,8,Defense,31,"$73,609,181 ",44.79%
2016,Oakland Raiders,11,Offense,26,"$71,181,003 ",43.31%
2016,Oakland Raiders,1,Offensive Line,9,"$36,668,433 ",22.31%
2016,Oakland Raiders,4,Secondary,12,"$32,972,684 ",20.06%
2016,Oakland Raiders,11,Linebacker,9,"$22,422,772 ",13.64%
2016,Oakland Raiders,11,Cornerback,6,"$19,823,766 ",12.06%
2016,Oakland Raiders,10,Wide Receiver,5,"$19,127,374 ",11.64%
2016,Oakland Raiders,16,Defensive Line,11,"$18,372,545 ",11.18%
2016,Oakland Raiders,8,Outside Linebacker,4,"$17,382,450 ",10.58%
2016,Oakland Raiders,3,Guard,5,"$15,442,798 ",9.40%
2016,Oakland Raiders,5,Tackle,3,"$13,525,635 ",8.23%
2016,Oakland Raiders,5,Safety,6,"$13,148,918 ",8.00%
2016,Oakland Raiders,1,Special Teams,3,"$10,187,500 ",6.20%
2016,Oakland Raiders,19,Defensive End,7,"$9,566,555 ",5.82%
2016,Oakland Raiders,6,Free Safety,2,"$9,000,000 ",5.48%
2016,Oakland Raiders,14,Defensive Tackle,4,"$8,805,990 ",5.36%
2016,Oakland Raiders,6,Center,1,"$7,700,000 ",4.69%
2016,Oakland Raiders,4,Right Tackle,2,"$7,425,635 ",4.52%
2016,Oakland Raiders,19,Left Tackle,1,"$6,100,000 ",3.71%
2016,Oakland Raiders,17,Tight End,4,"$5,753,339 ",3.50%
2016,Oakland Raiders,1,Punter,1,"$5,050,000 ",3.07%
2016,Oakland Raiders,19,Inside Linebacker,4,"$4,881,502 ",2.97%
2016,Oakland Raiders,31,Quarterback,3,"$4,623,009 ",2.81%
2016,Oakland Raiders,3,Kicker,1,"$3,960,000 ",2.41%
2016,Oakland Raiders,26,Running Back,4,"$2,818,848 ",1.72%
2016,Oakland Raiders,2,Fullback,1,"$2,190,000 ",1.33%
2016,Oakland Raiders,3,Long Snapper,1,"$1,177,500 ",0.72%
2016,Oakland Raiders,28,Strong Safety,1,"$825,000 ",0.50%
2016,Philadelphia Eagles,21,Offense,25,"$63,707,539 ",41.90%
2016,Philadelphia Eagles,23,Defense,29,"$59,026,472 ",38.82%
2016,Philadelphia Eagles,2,Offensive Line,11,"$33,279,016 ",21.89%
2016,Philadelphia Eagles,7,Linebacker,11,"$27,481,241 ",18.08%
2016,Philadelphia Eagles,2,Tackle,5,"$20,278,050 ",13.34%
2016,Philadelphia Eagles,6,Outside Linebacker,6,"$18,652,024 ",12.27%
2016,Philadelphia Eagles,27,Secondary,11,"$18,185,139 ",11.96%
2016,Philadelphia Eagles,25,Defensive Line,7,"$13,360,092 ",8.79%
2016,Philadelphia Eagles,11,Safety,6,"$11,900,882 ",7.83%
2016,Philadelphia Eagles,3,Free Safety,4,"$10,831,668 ",7.12%
2016,Philadelphia Eagles,3,Running Back,5,"$10,290,554 ",6.77%
2016,Philadelphia Eagles,27,Quarterback,2,"$9,850,243 ",6.48%
2016,Philadelphia Eagles,8,Left Tackle,1,"$9,737,500 ",6.40%
2016,Philadelphia Eagles,1,Right Tackle,2,"$9,681,329 ",6.37%
2016,Philadelphia Eagles,12,Defensive Tackle,4,"$9,409,251 ",6.19%
2016,Philadelphia Eagles,5,Center,4,"$9,125,966 ",6.00%
2016,Philadelphia Eagles,8,Inside Linebacker,5,"$8,829,217 ",5.81%
2016,Philadelphia Eagles,27,Cornerback,5,"$6,284,257 ",4.13%
2016,Philadelphia Eagles,16,Tight End,3,"$5,764,896 ",3.79%
2016,Philadelphia Eagles,31,Wide Receiver,6,"$5,382,051 ",3.54%
2016,Philadelphia Eagles,16,Special Teams,4,"$4,260,244 ",2.80%
2016,Philadelphia Eagles,30,Defensive End,3,"$3,950,841 ",2.60%
2016,Philadelphia Eagles,25,Guard,2,"$3,875,000 ",2.55%
2016,Philadelphia Eagles,11,Punter,1,"$2,333,334 ",1.53%
2016,Philadelphia Eagles,1,Long Snapper,2,"$1,251,910 ",0.82%
2016,Philadelphia Eagles,18,Kicker,1,"$675,000 ",0.44%
2016,Pittsburgh Steelers,3,Offense,31,"$78,696,711 ",51.97%
2016,Pittsburgh Steelers,24,Defense,31,"$58,710,970 ",38.77%
2016,Pittsburgh Steelers,3,Linebacker,11,"$30,032,971 ",19.83%
2016,Pittsburgh Steelers,7,Offensive Line,12,"$28,025,288 ",18.51%
2016,Pittsburgh Steelers,3,Quarterback,3,"$25,334,805 ",16.73%
2016,Pittsburgh Steelers,1,Inside Linebacker,5,"$19,734,970 ",13.03%
2016,Pittsburgh Steelers,16,Wide Receiver,9,"$16,850,165 ",11.13%
2016,Pittsburgh Steelers,22,Defensive Line,9,"$14,923,448 ",9.86%
2016,Pittsburgh Steelers,29,Secondary,11,"$13,754,551 ",9.08%
2016,Pittsburgh Steelers,12,Defensive End,5,"$13,027,524 ",8.60%
2016,Pittsburgh Steelers,2,Center,4,"$12,684,000 ",8.38%
2016,Pittsburgh Steelers,19,Outside Linebacker,6,"$10,298,001 ",6.80%
2016,Pittsburgh Steelers,12,Guard,4,"$8,619,666 ",5.69%
2016,Pittsburgh Steelers,21,Safety,5,"$7,178,455 ",4.74%
2016,Pittsburgh Steelers,31,Tackle,4,"$6,721,622 ",4.44%
2016,Pittsburgh Steelers,26,Cornerback,6,"$6,576,096 ",4.34%
2016,Pittsburgh Steelers,13,Free Safety,3,"$5,647,082 ",3.73%
2016,Pittsburgh Steelers,20,Running Back,3,"$4,362,347 ",2.88%
2016,Pittsburgh Steelers,14,Right Tackle,1,"$4,068,500 ",2.69%
2016,Pittsburgh Steelers,25,Tight End,4,"$4,064,728 ",2.68%
2016,Pittsburgh Steelers,28,Left Tackle,2,"$2,187,500 ",1.44%
2016,Pittsburgh Steelers,30,Defensive Tackle,4,"$1,895,924 ",1.25%
2016,Pittsburgh Steelers,31,Special Teams,3,"$1,730,000 ",1.14%
2016,Pittsburgh Steelers,23,Strong Safety,2,"$1,531,373 ",1.01%
2016,Pittsburgh Steelers,22,Long Snapper,1,"$680,000 ",0.45%
2016,Pittsburgh Steelers,26,Kicker,1,"$525,000 ",0.35%
2016,Pittsburgh Steelers,19,Fullback,1,"$525,000 ",0.35%
2016,Pittsburgh Steelers,28,Punter,1,"$525,000 ",0.35%
2016,San Diego Chargers,5,Offense,35,"$76,200,288 ",49.01%
2016,San Diego Chargers,18,Defense,34,"$62,969,878 ",40.50%
2016,San Diego Chargers,11,Offensive Line,13,"$25,540,418 ",16.43%
2016,San Diego Chargers,15,Secondary,11,"$24,928,292 ",16.03%
2016,San Diego Chargers,10,Defensive Line,10,"$22,482,206 ",14.46%
2016,San Diego Chargers,12,Cornerback,7,"$18,406,542 ",11.84%
2016,San Diego Chargers,11,Wide Receiver,9,"$17,940,096 ",11.54%
2016,San Diego Chargers,17,Quarterback,2,"$17,180,000 ",11.05%
2016,San Diego Chargers,6,Defensive Tackle,6,"$16,220,058 ",10.43%
2016,San Diego Chargers,18,Linebacker,14,"$16,009,380 ",10.30%
2016,San Diego Chargers,5,Guard,6,"$13,075,237 ",8.41%
2016,San Diego Chargers,16,Outside Linebacker,9,"$11,822,811 ",7.60%
2016,San Diego Chargers,16,Tackle,5,"$11,342,926 ",7.30%
2016,San Diego Chargers,11,Tight End,5,"$8,157,465 ",5.25%
2016,San Diego Chargers,13,Running Back,7,"$7,449,065 ",4.79%
2016,San Diego Chargers,23,Safety,4,"$6,521,750 ",4.19%
2016,San Diego Chargers,26,Defensive End,4,"$6,262,148 ",4.03%
2016,San Diego Chargers,16,Left Tackle,2,"$6,243,750 ",4.02%
2016,San Diego Chargers,13,Right Tackle,1,"$4,550,000 ",2.93%
2016,San Diego Chargers,19,Free Safety,3,"$3,968,750 ",2.55%
2016,San Diego Chargers,22,Inside Linebacker,4,"$3,736,569 ",2.40%
2016,San Diego Chargers,17,Strong Safety,1,"$2,553,000 ",1.64%
2016,San Diego Chargers,27,Special Teams,3,"$1,912,622 ",1.23%
2016,San Diego Chargers,28,Center,2,"$1,122,255 ",0.72%
2016,San Diego Chargers,15,Long Snapper,1,"$897,500 ",0.58%
2016,San Diego Chargers,24,Kicker,1,"$526,666 ",0.34%
2016,San Diego Chargers,29,Punter,1,"$488,456 ",0.31%
2016,San Diego Chargers,20,Fullback,1,"$482,420 ",0.31%
2016,San Francisco 49ers,20,Defense,37,"$59,922,908 ",44.72%
2016,San Francisco 49ers,28,Offense,31,"$56,724,837 ",42.33%
2016,San Francisco 49ers,8,Linebacker,10,"$24,893,772 ",18.58%
2016,San Francisco 49ers,10,Quarterback,4,"$20,228,753 ",15.10%
2016,San Francisco 49ers,25,Secondary,15,"$20,012,766 ",14.93%
2016,San Francisco 49ers,28,Offensive Line,9,"$16,540,625 ",12.34%
2016,San Francisco 49ers,2,Inside Linebacker,6,"$15,239,823 ",11.37%
2016,San Francisco 49ers,21,Defensive Line,12,"$15,016,370 ",11.21%
2016,San Francisco 49ers,25,Wide Receiver,10,"$12,239,415 ",9.13%
2016,San Francisco 49ers,10,Safety,6,"$12,174,152 ",9.09%
2016,San Francisco 49ers,15,Defensive End,8,"$10,786,860 ",8.05%
2016,San Francisco 49ers,22,Outside Linebacker,4,"$9,653,949 ",7.20%
2016,San Francisco 49ers,23,Tackle,3,"$9,353,376 ",6.98%
2016,San Francisco 49ers,12,Left Tackle,1,"$8,300,000 ",6.19%
2016,San Francisco 49ers,25,Cornerback,9,"$7,838,614 ",5.85%
2016,San Francisco 49ers,7,Strong Safety,2,"$6,236,764 ",4.65%
