Year,Team,Rank,Position,Players,Cap Dollars,% of Cap
2015,Arizona Cardinals,18,Free Safety,4,"$3,394,918 ",2.34%
2015,Arizona Cardinals,16,Center,2,"$2,735,000 ",1.89%
2015,Arizona Cardinals,29,Running Back,4,"$2,249,968 ",1.55%
2015,Arizona Cardinals,19,Right Tackle,2,"$2,109,384 ",1.45%
2015,Arizona Cardinals,31,Special Teams,3,"$1,760,500 ",1.21%
2015,Arizona Cardinals,29,Strong Safety,2,"$726,015 ",0.50%
2015,Arizona Cardinals,22,Long Snapper,1,"$665,000 ",0.46%
2015,Arizona Cardinals,23,Punter,1,"$585,000 ",0.40%
2015,Arizona Cardinals,24,Kicker,1,"$510,500 ",0.35%
2015,Atlanta Falcons,12,Offense,28,"$64,485,007 ",47.33%
2015,Atlanta Falcons,31,Defense,28,"$42,132,964 ",30.93%
2015,Atlanta Falcons,3,Wide Receiver,6,"$23,877,288 ",17.53%
2015,Atlanta Falcons,5,Quarterback,2,"$20,096,474 ",14.75%
2015,Atlanta Falcons,16,Defensive Line,9,"$19,064,066 ",13.99%
2015,Atlanta Falcons,27,Offensive Line,10,"$14,953,409 ",10.98%
2015,Atlanta Falcons,29,Secondary,11,"$12,454,285 ",9.14%
2015,Atlanta Falcons,31,Linebacker,8,"$10,614,613 ",7.79%
2015,Atlanta Falcons,11,Defensive Tackle,5,"$9,831,798 ",7.22%
2015,Atlanta Falcons,20,Defensive End,4,"$9,232,268 ",6.78%
2015,Atlanta Falcons,21,Outside Linebacker,6,"$7,818,529 ",5.74%
2015,Atlanta Falcons,19,Safety,6,"$7,409,635 ",5.44%
2015,Atlanta Falcons,2,Special Teams,4,"$7,148,553 ",5.25%
2015,Atlanta Falcons,13,Guard,4,"$6,676,666 ",4.90%
2015,Atlanta Falcons,6,Strong Safety,4,"$6,539,635 ",4.80%
2015,Atlanta Falcons,24,Tackle,4,"$6,254,646 ",4.59%
2015,Atlanta Falcons,29,Cornerback,5,"$5,044,650 ",3.70%
2015,Atlanta Falcons,21,Left Tackle,2,"$5,008,978 ",3.68%
2015,Atlanta Falcons,4,Punter,1,"$3,355,000 ",2.46%
2015,Atlanta Falcons,8,Kicker,2,"$3,033,553 ",2.23%
2015,Atlanta Falcons,29,Tight End,5,"$2,839,586 ",2.08%
2015,Atlanta Falcons,28,Inside Linebacker,2,"$2,796,084 ",2.05%
2015,Atlanta Falcons,19,Center,2,"$2,022,097 ",1.48%
2015,Atlanta Falcons,31,Running Back,3,"$1,687,750 ",1.24%
2015,Atlanta Falcons,23,Right Tackle,2,"$1,245,668 ",0.91%
2015,Atlanta Falcons,11,Fullback,2,"$1,030,500 ",0.76%
2015,Atlanta Falcons,31,Free Safety,2,"$870,000 ",0.64%
2015,Atlanta Falcons,21,Long Snapper,1,"$760,000 ",0.56%
2015,Baltimore Ravens,20,Offense,39,"$58,782,401 ",41.63%
2015,Baltimore Ravens,24,Defense,34,"$53,005,899 ",37.53%
2015,Baltimore Ravens,14,Secondary,16,"$24,278,204 ",17.19%
2015,Baltimore Ravens,7,Linebacker,10,"$22,206,356 ",15.72%
2015,Baltimore Ravens,17,Offensive Line,10,"$20,747,667 ",14.69%
2015,Baltimore Ravens,12,Quarterback,4,"$16,944,411 ",12.00%
2015,Baltimore Ravens,9,Cornerback,9,"$16,437,177 ",11.64%
2015,Baltimore Ravens,8,Outside Linebacker,5,"$13,653,748 ",9.67%
2015,Baltimore Ravens,9,Guard,5,"$9,358,381 ",6.63%
2015,Baltimore Ravens,7,Tight End,9,"$9,160,098 ",6.49%
2015,Baltimore Ravens,19,Tackle,4,"$8,910,904 ",6.31%
2015,Baltimore Ravens,12,Inside Linebacker,5,"$8,552,608 ",6.06%
2015,Baltimore Ravens,26,Wide Receiver,11,"$8,446,257 ",5.98%
2015,Baltimore Ravens,13,Left Tackle,2,"$8,213,000 ",5.82%
2015,Baltimore Ravens,17,Safety,7,"$7,841,027 ",5.55%
2015,Baltimore Ravens,31,Defensive Line,8,"$6,521,339 ",4.62%
2015,Baltimore Ravens,9,Special Teams,3,"$5,421,000 ",3.84%
2015,Baltimore Ravens,10,Strong Safety,3,"$4,846,591 ",3.43%
2015,Baltimore Ravens,30,Defensive End,4,"$3,902,204 ",2.76%
2015,Baltimore Ravens,22,Free Safety,4,"$2,994,436 ",2.12%
2015,Baltimore Ravens,27,Running Back,4,"$2,823,822 ",2.00%
2015,Baltimore Ravens,26,Defensive Tackle,4,"$2,619,135 ",1.85%
2015,Baltimore Ravens,17,Center,1,"$2,478,382 ",1.75%
2015,Baltimore Ravens,7,Punter,1,"$2,400,000 ",1.70%
2015,Baltimore Ravens,13,Kicker,1,"$2,356,000 ",1.67%
2015,Baltimore Ravens,27,Right Tackle,2,"$697,904 ",0.49%
2015,Baltimore Ravens,23,Long Snapper,1,"$665,000 ",0.47%
2015,Baltimore Ravens,12,Fullback,1,"$660,146 ",0.47%
2015,Buffalo Bills,3,Defense,35,"$73,856,974 ",53.39%
2015,Buffalo Bills,30,Offense,33,"$46,591,434 ",33.68%
2015,Buffalo Bills,1,Defensive Line,9,"$36,399,411 ",26.31%
2015,Buffalo Bills,16,Secondary,14,"$22,479,497 ",16.25%
2015,Buffalo Bills,3,Defensive End,3,"$19,640,881 ",14.20%
2015,Buffalo Bills,2,Defensive Tackle,6,"$16,758,530 ",12.11%
2015,Buffalo Bills,21,Linebacker,12,"$14,978,066 ",10.83%
2015,Buffalo Bills,28,Offensive Line,10,"$14,646,234 ",10.59%
2015,Buffalo Bills,10,Outside Linebacker,8,"$13,416,656 ",9.70%
2015,Buffalo Bills,15,Wide Receiver,10,"$12,647,133 ",9.14%
2015,Buffalo Bills,17,Cornerback,9,"$12,391,934 ",8.96%
2015,Buffalo Bills,13,Safety,5,"$10,087,563 ",7.29%
2015,Buffalo Bills,8,Running Back,5,"$7,722,620 ",5.58%
2015,Buffalo Bills,7,Center,1,"$6,650,000 ",4.81%
2015,Buffalo Bills,15,Tight End,4,"$6,105,909 ",4.41%
2015,Buffalo Bills,9,Free Safety,3,"$5,602,563 ",4.05%
2015,Buffalo Bills,11,Strong Safety,2,"$4,485,000 ",3.24%
2015,Buffalo Bills,17,Special Teams,4,"$4,250,000 ",3.07%
2015,Buffalo Bills,25,Guard,4,"$4,085,030 ",2.95%
2015,Buffalo Bills,30,Tackle,5,"$3,911,204 ",2.83%
2015,Buffalo Bills,31,Quarterback,3,"$3,719,538 ",2.69%
2015,Buffalo Bills,10,Kicker,2,"$2,692,500 ",1.95%
2015,Buffalo Bills,16,Right Tackle,4,"$2,363,192 ",1.71%
2015,Buffalo Bills,5,Fullback,1,"$1,750,000 ",1.26%
2015,Buffalo Bills,31,Inside Linebacker,4,"$1,561,410 ",1.13%
2015,Buffalo Bills,27,Left Tackle,1,"$1,548,012 ",1.12%
2015,Buffalo Bills,8,Long Snapper,1,"$1,047,500 ",0.76%
2015,Buffalo Bills,28,Punter,1,"$510,000 ",0.37%
2015,Carolina Panthers,9,Offense,30,"$66,669,824 ",45.91%
2015,Carolina Panthers,15,Defense,29,"$58,345,088 ",40.17%
2015,Carolina Panthers,3,Defensive Line,11,"$30,488,297 ",20.99%
2015,Carolina Panthers,1,Defensive End,7,"$24,111,134 ",16.60%
2015,Carolina Panthers,15,Offensive Line,11,"$21,056,590 ",14.50%
2015,Carolina Panthers,14,Linebacker,6,"$17,642,992 ",12.15%
2015,Carolina Panthers,14,Quarterback,3,"$15,429,000 ",10.62%
2015,Carolina Panthers,2,Center,1,"$11,795,000 ",8.12%
2015,Carolina Panthers,31,Secondary,12,"$10,213,799 ",7.03%
2015,Carolina Panthers,5,Running Back,4,"$9,847,396 ",6.78%
2015,Carolina Panthers,17,Outside Linebacker,2,"$9,251,586 ",6.37%
2015,Carolina Panthers,25,Wide Receiver,8,"$8,765,172 ",6.04%
2015,Carolina Panthers,13,Inside Linebacker,4,"$8,391,406 ",5.78%
2015,Carolina Panthers,10,Tight End,3,"$8,146,666 ",5.61%
2015,Carolina Panthers,17,Defensive Tackle,4,"$6,377,163 ",4.39%
2015,Carolina Panthers,28,Cornerback,7,"$5,151,807 ",3.55%
2015,Carolina Panthers,28,Safety,5,"$5,061,992 ",3.49%
2015,Carolina Panthers,11,Special Teams,3,"$4,774,670 ",3.29%
2015,Carolina Panthers,28,Tackle,4,"$4,731,155 ",3.26%
2015,Carolina Panthers,21,Guard,6,"$4,530,435 ",3.12%
2015,Carolina Panthers,23,Left Tackle,2,"$3,571,875 ",2.46%
2015,Carolina Panthers,2,Fullback,1,"$3,425,000 ",2.36%
2015,Carolina Panthers,19,Strong Safety,3,"$3,110,000 ",2.14%
2015,Carolina Panthers,7,Kicker,1,"$3,100,000 ",2.13%
2015,Carolina Panthers,27,Free Safety,2,"$1,951,992 ",1.34%
2015,Carolina Panthers,24,Right Tackle,2,"$1,159,280 ",0.80%
2015,Carolina Panthers,10,Long Snapper,1,"$995,000 ",0.69%
2015,Carolina Panthers,20,Punter,1,"$679,670 ",0.47%
2015,Chicago Bears,11,Offense,30,"$65,522,262 ",46.28%
2015,Chicago Bears,30,Defense,34,"$42,422,446 ",29.97%
2015,Chicago Bears,8,Linebacker,10,"$21,899,436 ",15.47%
2015,Chicago Bears,25,Offensive Line,11,"$17,474,343 ",12.34%
2015,Chicago Bears,5,Outside Linebacker,4,"$17,382,254 ",12.28%
2015,Chicago Bears,13,Quarterback,2,"$16,680,000 ",11.78%
2015,Chicago Bears,25,Secondary,15,"$15,760,206 ",11.13%
2015,Chicago Bears,1,Guard,5,"$14,831,396 ",10.48%
2015,Chicago Bears,16,Wide Receiver,8,"$12,622,874 ",8.92%
2015,Chicago Bears,3,Running Back,5,"$11,349,751 ",8.02%
2015,Chicago Bears,15,Safety,7,"$8,676,852 ",6.13%
2015,Chicago Bears,3,Strong Safety,5,"$7,864,116 ",5.56%
2015,Chicago Bears,13,Tight End,4,"$7,395,294 ",5.22%
2015,Chicago Bears,25,Cornerback,8,"$7,083,354 ",5.00%
2015,Chicago Bears,32,Defensive Line,10,"$5,069,862 ",3.58%
2015,Chicago Bears,16,Special Teams,3,"$4,289,856 ",3.03%
2015,Chicago Bears,24,Inside Linebacker,5,"$4,210,124 ",2.97%
2015,Chicago Bears,3,Kicker,1,"$3,600,000 ",2.54%
2015,Chicago Bears,31,Defensive End,5,"$2,769,589 ",1.96%
2015,Chicago Bears,30,Defensive Tackle,5,"$2,300,273 ",1.62%
2015,Chicago Bears,32,Tackle,4,"$1,352,468 ",0.96%
2015,Chicago Bears,25,Center,2,"$1,290,479 ",0.91%
2015,Chicago Bears,28,Left Tackle,3,"$1,286,980 ",0.91%
2015,Chicago Bears,32,Free Safety,2,"$812,736 ",0.57%
2015,Chicago Bears,25,Punter,1,"$536,327 ",0.38%
2015,Chicago Bears,32,Long Snapper,1,"$153,529 ",0.11%
2015,Chicago Bears,32,Right Tackle,1,"$65,488 ",0.05%
2015,Cincinnati Bengals,5,Defense,27,"$71,335,974 ",49.57%
2015,Cincinnati Bengals,15,Offense,26,"$62,109,472 ",43.16%
2015,Cincinnati Bengals,8,Defensive Line,10,"$25,889,277 ",17.99%
2015,Cincinnati Bengals,7,Offensive Line,9,"$25,617,076 ",17.80%
2015,Cincinnati Bengals,11,Secondary,10,"$24,895,039 ",17.30%
2015,Cincinnati Bengals,12,Linebacker,7,"$20,551,658 ",14.28%
2015,Cincinnati Bengals,6,Wide Receiver,6,"$18,593,745 ",12.92%
2015,Cincinnati Bengals,7,Cornerback,6,"$17,334,320 ",12.04%
2015,Cincinnati Bengals,3,Defensive Tackle,5,"$14,681,723 ",10.20%
2015,Cincinnati Bengals,2,Guard,3,"$13,862,927 ",9.63%
2015,Cincinnati Bengals,16,Defensive End,5,"$11,207,554 ",7.79%
2015,Cincinnati Bengals,15,Tackle,4,"$10,620,035 ",7.38%
2015,Cincinnati Bengals,12,Outside Linebacker,5,"$10,314,158 ",7.17%
2015,Cincinnati Bengals,8,Inside Linebacker,2,"$10,237,500 ",7.11%
2015,Cincinnati Bengals,19,Quarterback,3,"$10,232,177 ",7.11%
2015,Cincinnati Bengals,9,Left Tackle,3,"$9,670,035 ",6.72%
2015,Cincinnati Bengals,18,Safety,4,"$7,560,719 ",5.25%
2015,Cincinnati Bengals,7,Special Teams,3,"$5,620,000 ",3.91%
2015,Cincinnati Bengals,10,Free Safety,2,"$5,513,986 ",3.83%
2015,Cincinnati Bengals,21,Running Back,4,"$3,816,370 ",2.65%
2015,Cincinnati Bengals,27,Tight End,3,"$3,336,771 ",2.32%
2015,Cincinnati Bengals,6,Punter,1,"$2,770,000 ",1.92%
2015,Cincinnati Bengals,23,Strong Safety,2,"$2,046,733 ",1.42%
2015,Cincinnati Bengals,15,Kicker,1,"$1,950,000 ",1.35%
2015,Cincinnati Bengals,28,Center,2,"$1,134,114 ",0.79%
2015,Cincinnati Bengals,25,Right Tackle,1,"$950,000 ",0.66%
2015,Cincinnati Bengals,12,Long Snapper,1,"$900,000 ",0.63%
2015,Cincinnati Bengals,20,Fullback,1,"$513,333 ",0.36%
2015,Cleveland Browns,2,Defense,29,"$73,862,180 ",52.89%
2015,Cleveland Browns,24,Offense,31,"$54,971,520 ",39.36%
2015,Cleveland Browns,2,Secondary,13,"$35,266,057 ",25.25%
2015,Cleveland Browns,5,Offensive Line,10,"$27,050,053 ",19.37%
2015,Cleveland Browns,2,Cornerback,8,"$24,599,114 ",17.62%
2015,Cleveland Browns,6,Linebacker,10,"$23,985,328 ",17.18%
2015,Cleveland Browns,12,Wide Receiver,10,"$14,792,088 ",10.59%
2015,Cleveland Browns,7,Outside Linebacker,6,"$14,761,703 ",10.57%
2015,Cleveland Browns,22,Defensive Line,6,"$14,610,795 ",10.46%
2015,Cleveland Browns,9,Tackle,6,"$13,269,383 ",9.50%
2015,Cleveland Browns,12,Defensive End,4,"$12,047,856 ",8.63%
2015,Cleveland Browns,12,Safety,5,"$10,666,943 ",7.64%
2015,Cleveland Browns,8,Left Tackle,1,"$10,200,000 ",7.30%
2015,Cleveland Browns,11,Inside Linebacker,4,"$9,223,625 ",6.60%
2015,Cleveland Browns,5,Center,1,"$8,000,000 ",5.73%
2015,Cleveland Browns,5,Strong Safety,2,"$7,313,002 ",5.24%
2015,Cleveland Browns,24,Quarterback,5,"$7,110,424 ",5.09%
2015,Cleveland Browns,16,Guard,3,"$5,780,670 ",4.14%
2015,Cleveland Browns,22,Tight End,4,"$4,770,590 ",3.42%
2015,Cleveland Browns,19,Free Safety,3,"$3,353,941 ",2.40%
2015,Cleveland Browns,26,Special Teams,3,"$2,920,000 ",2.09%
2015,Cleveland Browns,29,Defensive Tackle,2,"$2,562,939 ",1.84%
2015,Cleveland Browns,17,Right Tackle,2,"$2,230,267 ",1.60%
2015,Cleveland Browns,12,Punter,1,"$2,050,000 ",1.47%
2015,Cleveland Browns,32,Running Back,4,"$1,650,149 ",1.18%
2015,Cleveland Browns,22,Fullback,1,"$437,332 ",0.31%
2015,Cleveland Browns,29,Kicker,1,"$435,000 ",0.31%
2015,Cleveland Browns,30,Long Snapper,1,"$435,000 ",0.31%
2015,Dallas Cowboys,22,Offense,31,"$57,650,672 ",41.83%
2015,Dallas Cowboys,20,Defense,32,"$55,777,113 ",40.47%
2015,Dallas Cowboys,3,Secondary,11,"$29,398,454 ",21.33%
2015,Dallas Cowboys,3,Cornerback,7,"$24,146,269 ",17.52%
2015,Dallas Cowboys,24,Offensive Line,11,"$17,538,333 ",12.73%
2015,Dallas Cowboys,11,Quarterback,4,"$17,021,822 ",12.35%
2015,Dallas Cowboys,23,Defensive Line,12,"$13,316,114 ",9.66%
2015,Dallas Cowboys,27,Linebacker,9,"$13,062,545 ",9.48%
2015,Dallas Cowboys,19,Wide Receiver,8,"$11,389,281 ",8.26%
2015,Dallas Cowboys,15,Outside Linebacker,7,"$9,807,800 ",7.12%
2015,Dallas Cowboys,17,Tackle,4,"$9,139,387 ",6.63%
2015,Dallas Cowboys,9,Tight End,4,"$8,395,213 ",6.09%
2015,Dallas Cowboys,21,Defensive End,6,"$7,993,224 ",5.80%
2015,Dallas Cowboys,20,Left Tackle,2,"$5,589,588 ",4.06%
2015,Dallas Cowboys,18,Defensive Tackle,6,"$5,322,890 ",3.86%
2015,Dallas Cowboys,27,Safety,4,"$5,252,185 ",3.81%
2015,Dallas Cowboys,12,Center,2,"$4,697,810 ",3.41%
2015,Dallas Cowboys,15,Special Teams,3,"$4,620,000 ",3.35%
2015,Dallas Cowboys,13,Strong Safety,2,"$3,915,000 ",2.84%
2015,Dallas Cowboys,26,Guard,5,"$3,701,136 ",2.69%
2015,Dallas Cowboys,25,Running Back,4,"$3,270,822 ",2.37%
2015,Dallas Cowboys,26,Inside Linebacker,2,"$3,254,745 ",2.36%
2015,Dallas Cowboys,14,Right Tackle,1,"$3,000,000 ",2.18%
2015,Dallas Cowboys,11,Kicker,1,"$2,500,000 ",1.81%
2015,Dallas Cowboys,30,Free Safety,2,"$1,337,185 ",0.97%
2015,Dallas Cowboys,5,Long Snapper,1,"$1,120,000 ",0.81%
2015,Dallas Cowboys,18,Punter,1,"$1,000,000 ",0.73%
2015,Dallas Cowboys,15,Fullback,1,"$585,000 ",0.42%
2015,Denver Broncos,1,Offense,29,"$76,572,469 ",52.77%
2015,Denver Broncos,14,Defense,27,"$58,673,142 ",40.44%
2015,Denver Broncos,12,Secondary,11,"$24,790,199 ",17.09%
2015,Denver Broncos,9,Offensive Line,12,"$24,590,272 ",16.95%
2015,Denver Broncos,4,Linebacker,9,"$24,214,482 ",16.69%
2015,Denver Broncos,4,Wide Receiver,7,"$22,970,875 ",15.83%
2015,Denver Broncos,4,Outside Linebacker,5,"$21,029,314 ",14.49%
2015,Denver Broncos,7,Quarterback,3,"$19,067,139 ",13.14%
2015,Denver Broncos,8,Tackle,5,"$13,791,386 ",9.50%
2015,Denver Broncos,1,Left Tackle,4,"$13,139,086 ",9.06%
2015,Denver Broncos,16,Cornerback,5,"$12,765,123 ",8.80%
2015,Denver Broncos,7,Safety,6,"$12,025,076 ",8.29%
2015,Denver Broncos,8,Guard,4,"$9,718,886 ",6.70%
2015,Denver Broncos,26,Defensive Line,7,"$9,668,461 ",6.66%
2015,Denver Broncos,2,Strong Safety,4,"$9,496,469 ",6.54%
2015,Denver Broncos,11,Tight End,4,"$7,901,142 ",5.45%
2015,Denver Broncos,27,Defensive End,4,"$5,542,419 ",3.82%
2015,Denver Broncos,24,Defensive Tackle,3,"$4,126,042 ",2.84%
2015,Denver Broncos,20,Special Teams,3,"$3,705,000 ",2.55%
2015,Denver Broncos,27,Inside Linebacker,4,"$3,185,168 ",2.20%
2015,Denver Broncos,25,Free Safety,2,"$2,528,607 ",1.74%
2015,Denver Broncos,9,Punter,1,"$2,350,000 ",1.62%
2015,Denver Broncos,30,Running Back,3,"$2,043,041 ",1.41%
2015,Denver Broncos,30,Center,3,"$1,080,000 ",0.74%
2015,Denver Broncos,17,Long Snapper,1,"$845,000 ",0.58%
2015,Denver Broncos,28,Right Tackle,1,"$652,300 ",0.45%
2015,Denver Broncos,25,Kicker,1,"$510,000 ",0.35%
2015,Detroit Lions,6,Offense,29,"$67,754,619 ",47.31%
2015,Detroit Lions,25,Defense,32,"$51,496,914 ",35.96%
2015,Detroit Lions,1,Wide Receiver,5,"$25,365,800 ",17.71%
2015,Detroit Lions,11,Defensive Line,13,"$23,698,406 ",16.55%
2015,Detroit Lions,8,Quarterback,2,"$18,386,250 ",12.84%
2015,Detroit Lions,24,Linebacker,7,"$13,992,361 ",9.77%
2015,Detroit Lions,28,Secondary,12,"$13,806,147 ",9.64%
2015,Detroit Lions,5,Defensive Tackle,8,"$12,824,507 ",8.95%
2015,Detroit Lions,18,Defensive End,5,"$10,873,899 ",7.59%
2015,Detroit Lions,32,Offensive Line,11,"$10,376,888 ",7.25%
2015,Detroit Lions,16,Safety,5,"$8,272,205 ",5.78%
2015,Detroit Lions,12,Tight End,5,"$7,590,223 ",5.30%
2015,Detroit Lions,23,Outside Linebacker,5,"$7,517,568 ",5.25%
2015,Detroit Lions,17,Inside Linebacker,2,"$6,474,793 ",4.52%
2015,Detroit Lions,17,Guard,4,"$5,733,839 ",4.00%
2015,Detroit Lions,13,Running Back,5,"$5,554,369 ",3.88%
2015,Detroit Lions,26,Cornerback,7,"$5,533,942 ",3.86%
2015,Detroit Lions,11,Free Safety,3,"$5,277,205 ",3.68%
2015,Detroit Lions,31,Tackle,3,"$3,509,593 ",2.45%
2015,Detroit Lions,20,Strong Safety,2,"$2,995,000 ",2.09%
2015,Detroit Lions,25,Left Tackle,2,"$2,992,927 ",2.09%
2015,Detroit Lions,27,Special Teams,3,"$2,727,575 ",1.90%
2015,Detroit Lions,18,Kicker,1,"$1,437,500 ",1.00%
2015,Detroit Lions,29,Center,4,"$1,133,456 ",0.79%
2015,Detroit Lions,24,Long Snapper,1,"$665,000 ",0.46%
2015,Detroit Lions,22,Punter,1,"$625,075 ",0.44%
2015,Detroit Lions,29,Right Tackle,1,"$516,666 ",0.36%
2015,Detroit Lions,21,Fullback,1,"$481,089 ",0.34%
2015,Green Bay Packers,8,Defense,27,"$69,570,968 ",49.04%
2015,Green Bay Packers,17,Offense,28,"$60,904,846 ",42.93%
2015,Green Bay Packers,1,Linebacker,11,"$36,390,801 ",25.65%
2015,Green Bay Packers,1,Outside Linebacker,8,"$34,857,717 ",24.57%
2015,Green Bay Packers,15,Secondary,11,"$23,998,689 ",16.92%
2015,Green Bay Packers,16,Offensive Line,9,"$20,877,161 ",14.72%
2015,Green Bay Packers,6,Quarterback,3,"$19,940,908 ",14.06%
2015,Green Bay Packers,3,Guard,4,"$13,822,334 ",9.74%
2015,Green Bay Packers,17,Wide Receiver,6,"$12,310,038 ",8.68%
2015,Green Bay Packers,6,Safety,6,"$12,230,115 ",8.62%
2015,Green Bay Packers,18,Cornerback,5,"$11,768,574 ",8.30%
2015,Green Bay Packers,1,Strong Safety,5,"$10,335,001 ",7.29%
2015,Green Bay Packers,29,Defensive Line,5,"$9,181,478 ",6.47%
2015,Green Bay Packers,24,Defensive End,3,"$7,019,456 ",4.95%
2015,Green Bay Packers,4,Special Teams,4,"$5,917,426 ",4.17%
2015,Green Bay Packers,26,Tackle,3,"$5,809,600 ",4.10%
2015,Green Bay Packers,9,Right Tackle,2,"$5,110,750 ",3.60%
2015,Green Bay Packers,5,Kicker,1,"$3,550,000 ",2.50%
2015,Green Bay Packers,23,Running Back,4,"$3,463,515 ",2.44%
2015,Green Bay Packers,28,Tight End,4,"$3,216,625 ",2.27%
2015,Green Bay Packers,31,Defensive Tackle,2,"$2,162,022 ",1.52%
2015,Green Bay Packers,28,Free Safety,1,"$1,895,114 ",1.34%
2015,Green Bay Packers,32,Inside Linebacker,3,"$1,533,084 ",1.08%
2015,Green Bay Packers,16,Punter,1,"$1,340,000 ",0.94%
2015,Green Bay Packers,26,Center,2,"$1,245,227 ",0.88%
2015,Green Bay Packers,10,Fullback,2,"$1,096,599 ",0.77%
2015,Green Bay Packers,9,Long Snapper,2,"$1,027,426 ",0.72%
2015,Green Bay Packers,32,Left Tackle,1,"$698,850 ",0.49%
2015,Houston Texans,9,Defense,29,"$69,253,934 ",48.59%
2015,Houston Texans,27,Offense,32,"$51,878,414 ",36.40%
2015,Houston Texans,6,Secondary,13,"$27,883,144 ",19.56%
2015,Houston Texans,11,Offensive Line,12,"$22,668,612 ",15.91%
2015,Houston Texans,4,Cornerback,6,"$22,531,959 ",15.81%
2015,Houston Texans,10,Linebacker,11,"$21,362,164 ",14.99%
2015,Houston Texans,13,Defensive Line,6,"$20,468,701 ",14.36%
2015,Houston Texans,3,Tackle,5,"$16,449,029 ",11.54%
2015,Houston Texans,8,Defensive End,3,"$16,151,080 ",11.33%
2015,Houston Texans,2,Inside Linebacker,6,"$11,936,534 ",8.38%
2015,Houston Texans,4,Running Back,5,"$10,757,350 ",7.55%
2015,Houston Texans,7,Left Tackle,3,"$10,549,029 ",7.40%
2015,Houston Texans,19,Outside Linebacker,4,"$8,965,555 ",6.29%
2015,Houston Texans,31,Wide Receiver,6,"$6,312,693 ",4.43%
2015,Houston Texans,25,Quarterback,4,"$6,242,777 ",4.38%
2015,Houston Texans,6,Right Tackle,2,"$5,900,000 ",4.14%
2015,Houston Texans,19,Tight End,4,"$5,367,312 ",3.77%
2015,Houston Texans,26,Safety,7,"$5,351,185 ",3.75%
2015,Houston Texans,22,Defensive Tackle,3,"$4,317,621 ",3.03%
2015,Houston Texans,24,Guard,5,"$4,182,163 ",2.93%
2015,Houston Texans,15,Free Safety,4,"$3,981,356 ",2.79%
2015,Houston Texans,21,Special Teams,3,"$3,503,848 ",2.46%
2015,Houston Texans,10,Punter,1,"$2,083,334 ",1.46%
2015,Houston Texans,18,Center,2,"$2,037,420 ",1.43%
2015,Houston Texans,27,Strong Safety,3,"$1,369,829 ",0.96%
2015,Houston Texans,11,Long Snapper,1,"$938,750 ",0.66%
2015,Houston Texans,19,Fullback,1,"$529,670 ",0.37%
2015,Houston Texans,26,Kicker,1,"$481,764 ",0.34%
2015,Indianapolis Colts,1,Defense,36,"$74,183,753 ",51.73%
2015,Indianapolis Colts,29,Offense,28,"$47,705,271 ",33.27%
2015,Indianapolis Colts,2,Linebacker,13,"$32,401,347 ",22.59%
2015,Indianapolis Colts,7,Secondary,14,"$26,817,692 ",18.70%
2015,Indianapolis Colts,3,Outside Linebacker,6,"$21,485,035 ",14.98%
2015,Indianapolis Colts,6,Cornerback,8,"$21,069,210 ",14.69%
2015,Indianapolis Colts,20,Defensive Line,9,"$14,964,714 ",10.44%
2015,Indianapolis Colts,29,Offensive Line,8,"$14,023,046 ",9.78%
2015,Indianapolis Colts,14,Wide Receiver,5,"$13,027,778 ",9.08%
2015,Indianapolis Colts,18,Quarterback,6,"$11,109,361 ",7.75%
2015,Indianapolis Colts,5,Inside Linebacker,7,"$10,916,312 ",7.61%
2015,Indianapolis Colts,14,Defensive Tackle,5,"$8,588,178 ",5.99%
2015,Indianapolis Colts,1,Special Teams,3,"$7,250,000 ",5.06%
2015,Indianapolis Colts,23,Tackle,2,"$7,248,196 ",5.05%
2015,Indianapolis Colts,18,Left Tackle,1,"$6,800,000 ",4.74%
2015,Indianapolis Colts,26,Defensive End,4,"$6,376,536 ",4.45%
2015,Indianapolis Colts,23,Safety,6,"$5,748,482 ",4.01%
2015,Indianapolis Colts,18,Guard,4,"$5,572,323 ",3.89%
2015,Indianapolis Colts,14,Running Back,5,"$5,517,057 ",3.85%
2015,Indianapolis Colts,25,Tight End,4,"$4,028,029 ",2.81%
2015,Indianapolis Colts,14,Strong Safety,3,"$3,855,000 ",2.69%
2015,Indianapolis Colts,5,Punter,1,"$3,200,000 ",2.23%
2015,Indianapolis Colts,9,Kicker,1,"$2,750,000 ",1.92%
2015,Indianapolis Colts,29,Free Safety,3,"$1,893,482 ",1.32%
2015,Indianapolis Colts,2,Long Snapper,1,"$1,300,000 ",0.91%
2015,Indianapolis Colts,27,Center,2,"$1,202,527 ",0.84%
2015,Indianapolis Colts,31,Right Tackle,1,"$448,196 ",0.31%
2015,Jacksonville Jaguars,14,Offense,33,"$62,397,339 ",45.80%
2015,Jacksonville Jaguars,13,Defense,30,"$62,371,286 ",45.78%
2015,Jacksonville Jaguars,5,Defensive Line,11,"$30,070,621 ",22.07%
2015,Jacksonville Jaguars,8,Offensive Line,10,"$24,747,232 ",18.16%
2015,Jacksonville Jaguars,15,Linebacker,8,"$17,541,829 ",12.87%
2015,Jacksonville Jaguars,7,Defensive End,5,"$16,714,525 ",12.27%
2015,Jacksonville Jaguars,1,Tight End,5,"$16,441,470 ",12.07%
2015,Jacksonville Jaguars,27,Secondary,11,"$14,758,836 ",10.83%
